id,nombre,imagen_url,explicacion_teorica,explicacion_tecnica
1042,Daga,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1042.png,Aumenta la velocidad de ataque ligeramente.,PercentAttackSpeedMod=0.1
1043,Arco Recurvado,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1043.png,Aumenta la velocidad de ataque en gran medida.,PercentAttackSpeedMod=0.15
1052,Libro Amplificador,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1052.png,Aumenta levemente el poder de habilidad.,FlatMagicDamageMod=20
1053,Cetro Vampírico,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1053.png,Los ataques básicos restauran vida.,FlatPhysicalDamageMod=15; PercentLifeStealMod=0.07
1054,Escudo de Doran,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1054.png,Buen objeto inicial de defensa.,FlatHPPoolMod=110; FlatHPRegenMod=0.8
1055,Espada de Doran,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1055.png,Buen objeto inicial para atacantes.,FlatHPPoolMod=80; FlatPhysicalDamageMod=10
1056,Sortija de Doran,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1056.png,Buen objeto inicial para hechiceros.,FlatHPPoolMod=90; FlatMagicDamageMod=18
1057,Capa de Negatrones,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1057.png,Aumenta moderadamente la resistencia mágica.,FlatSpellBlockMod=45
1058,Vara Innecesariamente Grande,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1058.png,Aumenta en gran medida el poder de habilidad.,FlatMagicDamageMod=65
1082,El Sello de la Oscuridad,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1082.png,Proporciona poder de habilidad y maná. Aumenta su poder a medida que asesinas enemigos.,FlatHPPoolMod=50; FlatMagicDamageMod=15
1083,Sacrificar,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1083.png,Inflige daño y robo de vida al impactar. Asesinar súbditos otorga oro adicional.,FlatPhysicalDamageMod=7
1086,Arco de Doran,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1086.png,,FlatPhysicalDamageMod=6; PercentAttackSpeedMod=0.15
1090,Misión: Carril superior,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1090.png,,
1091,Misión: Carril central,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1091.png,,
1092,Misión: Carril inferior,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1092.png,,
1093,Misión: Soporte,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1093.png,,
1094,Misión: Jungla,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1094.png,,
1101,Cachorro de Rasgafuegos,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1101.png,,
1102,Cría de Trotabrisas,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1102.png,,
1103,Retoño de Pisamusgo,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1103.png,,
1104,Ojo del Heraldo,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1104.png,,
1105,Retoño de Pisamusgo,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1105.png,,
1106,Cría de Trotabrisas,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1106.png,,
1107,Cachorro de Rasgafuegos,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1107.png,,
1111,Jarvan Primero,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1111.png,,FlatSpellBlockMod=20; FlatMovementSpeedMod=100; FlatArmorMod=25; PercentAttackSpeedMod=0.25
1120,Casco de Doran,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1120.png,,FlatSpellBlockMod=10; FlatHPPoolMod=110; FlatArmorMod=10
1200,Misión del carril superior,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1200.png,,
1201,Misión del carril central,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1201.png,,
1202,Misión del carril inferior,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1202.png,,
1203,Misión de soporte,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1203.png,,
1204,Misión de la jungla,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1204.png,,
1205,Recompensa de la misión de la jungla,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1205.png,,
1206,Recompensa de misión del carril central,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1206.png,,
1207,Recompensa de misión del carril inferior,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1207.png,,
1208,Recompensa de la misión de soporte,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1208.png,,
1209,Recompensa de la misión de la jungla,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1209.png,,
1210,Recompensa de la misión de la jungla,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1210.png,,
1211,Recompensa de la misión de la jungla,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1211.png,,
1220,Teleportación Desatada (recompensa de la misión del carril superior),https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1220.png,,
1221,Recompensa de misión del carril superior,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1221.png,,
1222,Misión del carril superior,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1222.png,,
1500,Balas Penetrantes,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1500.png,,
1501,Fortificación,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1501.png,,
1502,Armadura Reforzada,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1502.png,,
1503,Ojo del Guardián,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1503.png,,
1504,Vanguardia,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1504.png,,
1505,Armadura Reforzada,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1505.png,,
1506,Armadura Reforzada,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1506.png,,
1507,Sobrecargado,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1507.png,,
1508,Calcetas antitorretas,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1508.png,,
1509,Entusiasmo,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1509.png,,
1510,Entusiasmo Temerario,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1510.png,,
1511,Armadura Supermecanizada,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1511.png,,
1512,Campo de Fuerza Supermecánico,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1512.png,,
1515,Revestimiento de Torretas,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1515.png,,
1516,Recompensa por estructuras,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1516.png,,
1517,Recompensa por estructuras,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1517.png,,
1518,Recompensa por estructuras,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1518.png,,
1519,Recompensa por estructuras,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1519.png,,
1520,SobrecargadoAL,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1520.png,,
1521,Fortificación,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1521.png,,
1522,Aumento de poder de la torre,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1522.png,,
1523,Sobrecargado,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1523.png,,
1524,Cristavid,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/1524.png,,
2001,Retirada,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2001.png,,
2002,Retirada mejorada,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2002.png,,
2003,Poción de Vida,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2003.png,"Al usarse, restaura vida a lo largo del tiempo.",
2007,Retirada desactivada,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2007.png,,
2008,,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2008.png,,
2010,Galleta Definitiva de la Voluntad Eterna,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2010.png,,
2015,Fragmento de Kircheis,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2015.png,Velocidad de ataque y un golpe mágico que puede cargarse.,FlatPhysicalDamageMod=15
2019,Sello de Acero,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2019.png,,FlatArmorMod=30; FlatPhysicalDamageMod=15
2020,El Brutalizador,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2020.png,,FlatPhysicalDamageMod=25
2021,Excavador de Túneles,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2021.png,,FlatHPPoolMod=250; FlatPhysicalDamageMod=15
2022,Mena Brillante,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2022.png,,
2031,Poción Reutilizable,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2031.png,Restaura vida de forma prolongada. Se rellena en la tienda.,
2033,Poción de Corrupción,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2033.png,Restaura vida y maná con el tiempo y aumenta la potencia de combate. Se rellena en la tienda.,
2049,Amuleto del Guardián,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2049.png,Aumenta la vida y va proporcionando Centinelas Invisibles a lo largo del tiempo.,FlatMagicDamageMod=20
2050,Manto del Guardián,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2050.png,,FlatHPPoolMod=300; FlatMagicDamageMod=35
2051,Cuerno del Guardián,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2051.png,Buen objeto inicial para tanques.,FlatHPPoolMod=150; FlatHPRegenMod=4
2052,Porogalletas,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2052.png,,
2055,Centinela de Control,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2055.png,Se utiliza para desactivar centinelas y trampas invisibles en la zona.,
2056,Centinela Invisible,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2056.png,Se usa para proporcionar visión temporal en un área,
2065,Canto de Guerra de Shurelya,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2065.png,Activa para aumentar la velocidad de los aliados cercanos.,FlatMagicDamageMod=50; PercentMovementSpeedMod=0.04
2138,Elixir de Hierro,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2138.png,Aumenta las defensas por un momento. Deja un rastro que pueden seguir los aliados.,
2139,Elixir de Brujería,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2139.png,Otorga temporalmente Poder de Habilidad y daño adicional a campeones y torretas.,
2140,Elixir de Furia,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2140.png,Otorga temporalmente Daño de Ataque y te cura cuando infliges daño físico a los campeones.,
2141,Juguito de Gorrito,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2141.png,,
2142,Juguito de Poder,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2142.png,,
2143,Juguito de Vitalidad,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2143.png,,
2144,Juguito de Aceleración,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2144.png,,
2145,Dados de la Suerte,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2145.png,,
2146,Dados de la Suerte Mejorados,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2146.png,,
2147,Nivel de Aumento,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2147.png,,
2150,Elixir de Habilidad,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2150.png,,
2151,Elixir de Avaricia,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2151.png,,
2152,Elixir de Fuerza,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2152.png,,
2161,Juguito de Poder de Bandle,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2161.png,,
2162,Juguito de Vitalidad de Bandle,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2162.png,,
2163,Juguito de Aceleración de Bandle,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2163.png,,
2403,Desmaterializador de Súbditos,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2403.png,,
2420,Guardabrazo del Buscador,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2420.png,Actívalo para volverte invencible. No podrás realizar ninguna acción.,FlatMagicDamageMod=40; FlatArmorMod=25
2421,Guardabrazo Fragmentado,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2421.png,Mejora a Cronómetro,FlatMagicDamageMod=40; FlatArmorMod=25
2422,Calzado Ligeramente Mágico,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2422.png,,FlatMovementSpeedMod=25
2501,Cota Sangrienta del Soberano,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2501.png,,FlatHPPoolMod=550; FlatPhysicalDamageMod=30
2502,Desesperación Eterna,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2502.png,,FlatHPPoolMod=400; FlatArmorMod=50
2503,Antorcha de Fuegoscuro,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2503.png,,FlatMPPoolMod=600; FlatMagicDamageMod=80
2504,Rukerno Kaénico,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2504.png,,FlatSpellBlockMod=80; FlatHPPoolMod=400
2508,Cenizas Predestinadas,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2508.png,,FlatMagicDamageMod=30
2510,Ocaso y Alba,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2510.png,,FlatHPPoolMod=300; FlatMagicDamageMod=60; PercentAttackSpeedMod=0.2
2512,Proyectiles Cazademonios,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2512.png,,FlatCritChanceMod=0.25; PercentAttackSpeedMod=0.45; PercentMovementSpeedMod=0.04
2517,Hambre Infinita,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2517.png,,FlatPhysicalDamageMod=65
2520,Rompebastiones,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2520.png,,FlatPhysicalDamageMod=55
2522,Actualizador,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2522.png,,FlatMPPoolMod=300; FlatMagicDamageMod=90
2523,Hexóptica C44,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2523.png,,FlatCritChanceMod=0.25; FlatPhysicalDamageMod=55
2524,Flautas de Bandle,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2524.png,,FlatSpellBlockMod=20; FlatHPPoolMod=200; FlatArmorMod=20
2525,Arnés de Protoplasma,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2525.png,,FlatHPPoolMod=600
2526,Tiara Susurrante,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2526.png,,FlatMPPoolMod=300; FlatHPPoolMod=200
2530,Diadema Musical,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/2530.png,,FlatMPPoolMod=1000; FlatHPPoolMod=200
3001,Manto del Ocaso,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3001.png,Los enemigos cercanos reciben más daño mágico.,FlatSpellBlockMod=30; FlatHPPoolMod=200; FlatArmorMod=30
3002,Abrecaminos,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3002.png,,FlatHPPoolMod=250; FlatArmorMod=40; PercentMovementSpeedMod=0.04
3003,Báculo del Arcángel,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3003.png,Aumenta el Poder de Habilidad según el Maná máximo.,FlatMPPoolMod=600; FlatMagicDamageMod=70
3004,Manamune,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3004.png,Aumenta el Daño de Ataque según el Maná máximo.,FlatMPPoolMod=500; FlatPhysicalDamageMod=35
3005,Ghostcrawlers,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3005.png,Aumenta el Daño de Ataque según la Vida máxima.,FlatMovementSpeedMod=45
3006,Grebas del Berserker,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3006.png,Mejora la Velocidad de Movimiento y la Velocidad de Ataque.,FlatMovementSpeedMod=45; PercentAttackSpeedMod=0.25
3008,Grebas Glotonas,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3008.png,Aumenta el Daño de Ataque según el Maná máximo.,FlatMovementSpeedMod=45
3009,Botas de Rapidez,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3009.png,Mejora la Velocidad de Movimiento y reduce el efecto de las ralentizaciones.,FlatMovementSpeedMod=55
3010,Botas Simbióticas,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3010.png,Gasta maná para recuperar vida.,FlatMovementSpeedMod=40
3011,Putrificador Quimtech,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3011.png,,FlatMagicDamageMod=35
3012,Cáliz de Bendición,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3012.png,,FlatHPPoolMod=200
3013,Botas Sincronizadas,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3013.png,,FlatMovementSpeedMod=45
3020,Botas del Hechicero,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3020.png,Mejora la Velocidad de Movimiento y el Daño Mágico.,FlatMovementSpeedMod=45
3023,Pendiente del Pozo de Vida,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3023.png,Invoca espectros que ralentizan y revelan a los campeones enemigos,FlatHPPoolMod=150; FlatArmorMod=25
3024,Escudo Glacial,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3024.png,Aumenta la Armadura y la Reducción de Enfriamiento.,FlatMPPoolMod=300; FlatArmorMod=25
3026,Ángel Guardián,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3026.png,Revive periódicamente al campeón tras la muerte.,FlatArmorMod=45; FlatPhysicalDamageMod=55
3031,Filo del Infinito,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3031.png,Mejora enormemente los golpes críticos.,FlatCritChanceMod=0.25; FlatPhysicalDamageMod=75
3032,Flechas Salvajes de Yun Tal,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3032.png,,FlatPhysicalDamageMod=50; PercentAttackSpeedMod=0.4
3033,Recordatorio Mortal,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3033.png,Derrota a enemigos con mucha recuperación de Vida y Armadura.,FlatCritChanceMod=0.25; FlatPhysicalDamageMod=35
3035,Último Suspiro,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3035.png,Para contrarrestar a enemigos con mucha armadura.,FlatPhysicalDamageMod=20
3036,Recuerdos de Lord Dominik,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3036.png,Derrota a enemigos con mucha Vida y Armadura.,FlatCritChanceMod=0.25; FlatPhysicalDamageMod=35
3039,Juicio de Atma,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3039.png,,FlatHPPoolMod=700; FlatCritChanceMod=0.2
3040,Abrazo del Serafín,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3040.png,,FlatMPPoolMod=1000; FlatMagicDamageMod=70
3041,Robaalmas de Mejai,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3041.png,Otorga Poder de Habilidad por muertes y asistencias.,FlatHPPoolMod=100; FlatMagicDamageMod=20
3042,Muramaná,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3042.png,,FlatMPPoolMod=1000; FlatPhysicalDamageMod=35
3044,Bacteriófago,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3044.png,Los ataques y asesinatos otorgan una pequeña mejora de velocidad.,FlatHPPoolMod=200; FlatPhysicalDamageMod=15
3046,Bailarín Espectral,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3046.png,Te mueves más rápido cuando atacas a tus enemigos y obtienes un escudo cuando tienes poca vida.,FlatCritChanceMod=0.25; PercentAttackSpeedMod=0.65; PercentMovementSpeedMod=0.1
3047,Punteras de Acero Revestidas,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3047.png,Mejora la velocidad de movimiento y reduce el daño de ataque recibido.,FlatMovementSpeedMod=45; FlatArmorMod=25
3050,Convergencia de Zeke,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3050.png,Un aliado y tú reciben bonificaciones al lanzar sus habilidades definitivas.,FlatSpellBlockMod=25; FlatHPPoolMod=300; FlatArmorMod=25
3051,Hacha Hogareña,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3051.png,,FlatPhysicalDamageMod=20; PercentAttackSpeedMod=0.2
3053,Guantelete de Sterak,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3053.png,Protege frente a grandes descargas de daño.,FlatHPPoolMod=400
3057,Brillo,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3057.png,Otorga una bonificación al siguiente ataque tras lanzar un hechizo.,
3065,Apariencia Espiritual,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3065.png,Aumenta la vida y los efectos de curación.,FlatSpellBlockMod=50; FlatHPPoolMod=400
3066,Placa Lunar Alada,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3066.png,,FlatHPPoolMod=200; PercentMovementSpeedMod=0.04
3067,Gemaluz,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3067.png,Aumenta la vida y la reducción de enfriamiento.,FlatHPPoolMod=200
3068,Égida de Fuego Solar,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3068.png,Armadura alta. Inflige daño constante a los enemigos cercanos. Inmoviliza a los enemigos para lanzar una ola de fuego que inflige daño.,FlatHPPoolMod=350; FlatArmorMod=50
3070,Lágrima de la Diosa,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3070.png,Aumenta el maná máximo a medida que se gasta maná.,FlatMPPoolMod=240
3071,Cuchilla Oscura,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3071.png,"Al causar daño físico a campeones enemigos, reduces su armadura.",FlatHPPoolMod=400; FlatPhysicalDamageMod=40
3072,La Sanguinaria,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3072.png,"Otorga daño de ataque y robo de vida. Además, el robo de vida ahora sobrecura.",FlatPhysicalDamageMod=80; PercentLifeStealMod=0.15
3073,Placa Hexperimental,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3073.png,Aumenta el maná máximo a medida que se gasta maná.,FlatHPPoolMod=450; FlatPhysicalDamageMod=40; PercentAttackSpeedMod=0.2
3074,Hidra Voraz,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3074.png,"Los ataques melé afectan a los enemigos cercanos, infligiendo daño y restaurando vida.",FlatPhysicalDamageMod=65; PercentLifeStealMod=0.12
3075,Cota de Espinas,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3075.png,,FlatHPPoolMod=150; FlatArmorMod=75
3076,Vesta Espinosa,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3076.png,,FlatArmorMod=30
3077,Tiamat,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3077.png,Los ataques cuerpo a cuerpo golpean a los enemigos cercanos.,FlatPhysicalDamageMod=20
3078,Fuerza de la Trinidad,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3078.png,Toneladas de daño.,FlatHPPoolMod=333; FlatPhysicalDamageMod=36; PercentAttackSpeedMod=0.3
3082,Cota del Guardabosques,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3082.png,,FlatArmorMod=40
3083,Armadura de Warmog,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3083.png,Otorga una enorme cantidad de vida y regeneración de vida.,FlatHPPoolMod=1000
3084,Corazón de Acero,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3084.png,Restaura vida al matar o asistir.,FlatHPPoolMod=900
3085,Huracán de Runaan,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3085.png,Los ataques a distancia disparan dos rayos a enemigos cercanos.,FlatCritChanceMod=0.25; PercentAttackSpeedMod=0.4; PercentMovementSpeedMod=0.04
3086,Fervor,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3086.png,"Pequeña probabilidad de golpe crítico, de velocidad de movimiento y de velocidad de ataque.",FlatCritChanceMod=0.15; PercentAttackSpeedMod=0.15; PercentMovementSpeedMod=0.04
3087,Daga de Statikk,https://ddragon.leagueoflegends.com/cdn/16.9.1/img/item/3087.png,El movimiento genera cargas que liberan rayos con el ataque básico.,FlatMagicDamageMod=45; FlatPhysicalDamageMod=40; PercentAttackSpeedMod=0.3; PercentMovementSpeedMod=0.04
